houseid,pno,p3p3_sex,p3p4_age,occupn
406030211571e11,9,1. Male,4,NA
603025212195e11,3,1. Male,14,NA
130206042322e12,2,2. Female,37,NA
605030211984e11,8,2. Female,19,NA
606071012124e11,3,2. Female,19,NA
306030321411e11,3,2. Female,21,NA
11030503229e13,3,2. Female,11,NA
802070522633e11,2,2. Female,8,NA
201011021116e11,8,2. Female,4,NA
202010321126e11,5,1. Male,5,NA
603011711852e11,4,1. Male,10,NA
902060222736e11,3,2. Female,12,NA
130102072313e12,3,1. Male,11,NA
402020321608e11,9,2. Female,23,NA
603021412019e11,9,1. Male,16,NA
704070222379e11,5,1. Male,8,NA
603026111855e11,6,2. Female,5,NA
203030621175e11,6,1. Male,6,NA
603030411969e11,3,1. Male,25,NA
406020411522e11,5,1. Male,31,NA
702060222459e11,1,2. Female,45,NA
605051222007e11,5,1. Male,22,NA
606040611951e11,13,2. Female,24,NA
302060221255e11,3,1. Male,15,NA
702061022333e11,5,2. Female,6,NA
13020703232e13,2,2. Female,36,NA
130201012319e12,4,1. Male,5,NA
110306051287e12,7,1. Male,18,NA
403010521672e11,6,1. Male,10,NA
130302022323e12,2,2. Female,60,NA
204010121208e11,2,1. Male,8,NA
903030522696e11,7,2. Female,6,NA
203030321177e11,8,2. Female,0,NA
602020612075e11,7,2. Female,21,NA
120201032309e12,3,1. Male,0,NA
306010521436e11,2,2. Female,25,NA
101110321071e11,11,1. Male,0,NA
603011711852e11,2,2. Female,32,NA
606050111908e11,3,1. Male,21,NA
507020221807e11,3,1. Male,21,NA
403140321483e11,9,2. Female,3,NA
803060622634e11,3,2. Female,14,NA
602040422177e11,4,2. Female,12,NA
602060412224e11,3,2. Female,25,NA
304050621348e11,3,2. Female,18,NA
302090411308e11,4,2. Female,2,NA
704070322397e11,1,1. Male,43,NA
201010921107e11,6,2. Female,10,NA
602022012207e11,7,1. Male,5,NA
100505012278e12,4,1. Male,12,NA
120306112298e12,4,1. Male,15,NA
603024411855e11,2,2. Female,40,NA
11040302229e13,2,2. Female,41,NA
302091211262e11,6,2. Female,11,NA
602050612156e11,4,1. Male,16,NA
602050112062e11,3,2. Female,2,NA
306050121266e11,6,1. Male,4,NA
120305032296e12,3,1. Male,8,NA
404060221515e11,3,1. Male,22,NA
605050912038e11,6,2. Female,20,NA
4031101215e13,7,2. Female,14,NA
602021511934e11,13,1. Male,7,NA
120302021301e12,3,1. Male,14,NA
402020521618e11,3,2. Female,16,NA
603021212168e11,3,2. Female,4,NA
602060212209e11,8,2. Female,19,NA
701010322256e11,9,2. Female,2,NA
60203081222e12,5,1. Male,14,NA
120305032296e12,6,2. Female,22,NA
401011121591e11,7,2. Female,8,NA
130201012319e12,13,2. Female,0,NA
120201162308e12,7,2. Female,1,NA
903010122678e11,3,2. Female,16,NA
703050922299e11,3,2. Female,4,NA
702020222429e11,4,2. Female,7,NA
603012511821e11,3,1. Male,4,NA
602041111845e11,4,1. Male,18,NA
130509012329e12,4,1. Male,65,NA
100502031279e12,9,2. Female,25,NA
702100112293e11,5,2. Female,2,NA
103010221007e11,9,1. Male,0,NA
110104042291e12,5,1. Male,3,NA
120401052311e12,2,2. Female,25,NA
603025311998e11,9,2. Female,15,NA
605060312017e11,10,1. Male,29,NA
101090821019e11,6,1. Male,15,NA
603031111972e11,3,1. Male,7,NA
303070221223e11,6,2. Female,14,NA
902020222658e11,6,2. Female,15,NA
705030122362e11,5,1. Male,17,NA
306050221451e11,3,1. Male,18,NA
402030421543e11,10,2. Female,8,NA
507010221809e11,7,2. Female,6,NA
60302511225e12,5,1. Male,23,NA
903030622798e11,6,2. Female,12,NA
101010221062e11,3,2. Female,4,NA
901090422655e11,4,1. Male,3,NA
13020608233e13,5,2. Female,3,NA
803100322572e11,1,2. Female,65,NA
110308012288e12,4,1. Male,0,NA
703010622403e11,2,2. Female,10,NA
602060311879e11,3,1. Male,15,NA
505030711768e11,5,2. Female,10,NA
703070122313e11,6,1. Male,7,NA
60301121225e12,9,2. Female,4,NA
603023412195e11,12,1. Male,5,NA
602022312205e11,5,2. Female,18,NA
120306032296e12,3,1. Male,5,NA
603012512126e11,10,2. Female,16,NA
602021012182e11,4,2. Female,3,NA
403160121666e11,2,2. Female,50,NA
4010109216e13,4,1. Male,8,NA
403050221496e11,9,1. Male,3,NA
604010521825e11,13,1. Male,28,NA
505031111718e11,4,1. Male,31,NA
602070112068e11,5,1. Male,20,NA
10110012105e12,4,1. Male,15,NA
130509052327e12,2,2. Female,41,NA
306010821437e11,7,1. Male,7,NA
703040522444e11,2,1. Male,33,NA
203020121148e11,4,1. Male,11,NA
203010221168e11,3,1. Male,16,NA
605050211995e11,13,1. Male,24,NA
110202012286e12,15,1. Male,17,NA
603030312287e11,6,2. Female,11,NA
130401042316e12,8,1. Male,2,NA
60302201182e12,1,2. Female,20,NA
606050212107e11,9,2. Female,27,NA
701110222392e11,2,2. Female,55,NA
104030321047e11,4,2. Female,12,NA
13020701233e13,4,1. Male,9,NA
803060722556e11,3,1. Male,24,NA
903030522696e11,4,2. Female,3,NA
903040322653e11,2,2. Female,34,NA
305070821337e11,1,2. Female,50,NA
603031112134e11,5,2. Female,2,NA
301040221374e11,7,2. Female,14,NA
203010221167e11,3,1. Male,17,NA
302090511307e11,3,1. Male,21,NA
606040212118e11,5,1. Male,8,NA
130503021324e12,2,2. Female,35,NA
100502041279e12,3,1. Male,23,NA
110305052288e12,8,2. Female,0,NA
120305062296e12,4,1. Male,10,NA
130304052325e12,5,1. Male,18,NA
603022012266e11,5,2. Female,18,NA
10020303228e13,5,1. Male,2,NA
701010122254e11,6,1. Male,85,NA
603030411969e11,2,2. Female,25,NA
110409012287e12,3,2. Female,14,NA
80209062263e12,3,1. Male,15,NA
805010522619e11,5,2. Female,22,NA
100305012283e12,2,2. Female,43,NA
803032012536e11,80,1. Male,15,NA
130304072322e12,5,1. Male,9,NA
702061412336e11,12,2. Female,17,NA
306070221446e11,3,1. Male,18,NA
603025512277e11,6,2. Female,12,NA
30411042134e12,7,2. Female,13,NA
401030221624e11,3,2. Female,13,NA
602021311938e11,7,1. Male,24,NA
604010521826e11,4,1. Male,21,NA
110302042289e12,2,2. Female,25,NA
10102032107e12,6,2. Female,15,NA
804050222512e11,7,1. Male,12,NA
7030507223e13,8,2. Female,8,NA
602021711842e11,7,1. Male,0,NA
204090121186e11,7,2. Female,5,NA
30106022143e12,8,1. Male,16,NA
602021511934e11,8,2. Female,9,NA
606010311956e11,9,1. Male,26,NA
130104022314e12,4,1. Male,10,NA
606040312116e11,1,1. Male,76,NA
102030421008e11,7,2. Female,8,NA
505020521775e11,7,1. Male,6,NA
802100122622e11,5,2. Female,12,NA
802030522625e11,2,2. Female,28,NA
602022521837e11,4,1. Male,9,NA
602030712223e11,5,1. Male,19,NA
103040321022e11,6,2. Female,14,NA
110302042292e12,5,2. Female,10,NA
602040712213e11,8,1. Male,20,NA
803030222562e11,2,2. Female,42,NA
802060322628e11,4,2. Female,12,NA
104030321047e11,13,2. Female,24,NA
606050611909e11,4,2. Female,18,NA
507030121801e11,4,2. Female,10,NA
902020122659e11,6,2. Female,1,NA
603023412195e11,8,1. Male,20,NA
301040221428e11,3,1. Male,10,NA
505040621777e11,3,2. Female,15,NA
602050512065e11,7,1. Male,29,NA
120302011298e12,2,1. Male,8,NA
120305062207e12,8,1. Male,0,NA
704070122467e11,7,2. Female,8,NA
130202042319e12,3,1. Male,8,NA
603021111869e11,5,1. Male,16,NA
30206042129e12,2,2. Female,38,NA
130510022326e12,7,2. Female,10,NA
30503022128e12,5,2. Female,12,NA
305060121218e11,5,1. Male,4,NA
603030111972e11,3,1. Male,23,NA
603021711988e11,6,2. Female,1,NA
110203032287e12,9,1. Male,2,NA
704060622385e11,3,1. Male,2,NA
101110721067e11,7,2. Female,0,NA
703130622361e11,6,1. Male,9,NA
110301012288e12,13,2. Female,14,NA
505050221761e11,4,2. Female,10,NA
101030221001e11,5,2. Female,6,NA
302070121317e11,3,1. Male,18,NA
406010321578e11,4,1. Male,9,NA
120201222308e12,6,1. Male,1,NA
705060122458e11,7,1. Male,10,NA
204070321179e11,4,2. Female,6,NA
504010321742e11,4,1. Male,24,NA
603021412284e11,6,2. Female,1,NA
702100212293e11,4,2. Female,3,NA
103070121053e11,3,1. Male,4,NA
606020111944e11,5,2. Female,10,NA
304080121359e11,3,1. Male,18,NA
803040122605e11,10,2. Female,17,NA
20201112114e12,7,2. Female,0,NA
602041011925e11,3,2. Female,7,NA
602021911843e11,7,1. Male,8,NA
306030521246e11,10,2. Female,67,NA
103030221007e11,4,2. Female,8,NA
406030511532e11,5,1. Male,10,NA
110201022286e12,5,1. Male,12,NA
130509042324e12,3,1. Male,2,NA
404060421631e11,5,1. Male,4,NA
120308032301e12,3,2. Female,20,NA
402010421639e11,3,1. Male,4,NA
6060202121e13,6,2. Female,22,NA
606060312084e11,3,1. Male,14,NA
704070122467e11,2,2. Female,30,NA
406050611629e11,3,2. Female,16,NA
203010421169e11,6,1. Male,7,NA
130501052328e12,3,2. Female,15,NA
302110321234e11,3,2. Female,30,NA
406020221525e11,2,2. Female,52,NA
100101012282e12,4,2. Female,0,NA
701030122395e11,7,1. Male,15,NA
30209012131e12,4,2. Female,18,NA
603040211968e11,5,1. Male,21,NA
102030321025e11,3,2. Female,21,NA
802020222585e11,8,2. Female,8,NA
606070312081e11,7,1. Male,3,NA
803031312589e11,4,2. Female,15,NA
805010322621e11,6,2. Female,14,NA
603025611853e11,5,2. Female,2,NA
703050622416e11,9,2. Female,6,NA
803031012598e11,6,1. Male,9,NA
702100212293e11,7,1. Male,14,NA
406060521563e11,4,1. Male,0,NA
100503012279e12,3,1. Male,6,NA
605020512015e11,7,1. Male,29,NA
901040122656e11,11,2. Female,2,NA
605050512058e11,5,1. Male,13,NA
802040322494e11,3,2. Female,10,NA
603025711999e11,2,2. Female,3,NA
60302141227e12,4,2. Female,14,NA
902031012691e11,7,1. Male,40,NA
902050322752e11,4,2. Female,6,NA
11030503229e13,9,1. Male,0,NA
605060312017e11,6,2. Female,11,NA
605060511962e11,4,2. Female,17,NA
100502052278e12,6,1. Male,29,NA
603026512155e11,4,1. Male,9,NA
704050422374e11,9,2. Female,4,NA
602070112068e11,10,2. Female,10,NA
902030512634e11,31,2. Female,17,NA
405030121548e11,3,1. Male,13,NA
903040422712e11,4,2. Female,7,NA
303060221369e11,3,2. Female,13,NA
70404022247e12,7,1. Male,18,NA
705070122277e11,5,1. Male,0,NA
304040321347e11,2,2. Female,50,NA
90302012275e12,4,1. Male,12,NA
703110422305e11,6,2. Female,5,NA
406070321585e11,4,1. Male,16,NA
301080321424e11,7,2. Female,14,NA
603030412149e11,4,1. Male,12,NA
603030912001e11,9,1. Male,19,NA
602020812184e11,2,2. Female,58,NA
603012111902e11,6,1. Male,19,NA
110104052291e12,3,1. Male,14,NA
604020222092e11,3,2. Female,25,NA
603022612137e11,4,1. Male,19,NA
10404012103e12,12,1. Male,14,NA
703010122405e11,7,2. Female,0,NA
60302051227e12,4,1. Male,7,NA
60607061208e12,1,2. Female,59,NA
130301032323e12,3,2. Female,11,NA
605020512015e11,3,2. Female,21,NA
703100322416e11,5,1. Male,6,NA
901080222692e11,5,1. Male,2,NA
606040311949e11,8,2. Female,9,NA
30204012133e12,4,2. Female,8,NA
506040421722e11,2,1. Male,10,NA
120302161312e12,6,2. Female,7,NA
402010721638e11,14,2. Female,0,NA
803010522608e11,3,2. Female,14,NA
120303022299e12,7,2. Female,6,NA
203030621175e11,5,2. Female,12,NA
305040121278e11,3,2. Female,11,NA
803031012597e11,5,1. Male,5,NA
704020722317e11,4,2. Female,15,NA
406040321579e11,3,1. Male,5,NA
120301052295e12,8,1. Male,2,NA
20406022119e12,7,1. Male,5,NA
602022012207e11,21,1. Male,2,NA
603024411866e11,3,2. Female,15,NA
110102052292e12,8,2. Female,5,NA
603023812232e11,4,2. Female,11,NA
606070412082e11,5,2. Female,12,NA
702061112333e11,1,2. Female,88,NA
901080222692e11,2,2. Female,54,NA
203020421116e11,4,1. Male,11,NA
803032612615e11,10,1. Male,8,NA
110301052285e12,1,1. Male,73,NA
304060221388e11,2,2. Female,42,NA
501010321728e11,4,1. Male,19,NA
803031922616e11,2,2. Female,56,NA
603025712001e11,2,2. Female,25,NA
20401052116e12,4,2. Female,10,NA
301040221422e11,3,1. Male,20,NA
305020221273e11,2,2. Female,61,NA
100304042277e12,8,2. Female,0,NA
603025111883e11,2,2. Female,54,NA
404050321635e11,6,2. Female,2,NA
1203021213e14,5,1. Male,6,NA
110201032286e12,5,2. Female,12,NA
130304052325e12,3,1. Male,17,NA
130506022329e12,6,2. Female,8,NA
120305022296e12,4,2. Female,14,NA
605050412039e11,2,2. Female,38,NA
903070322676e11,4,2. Female,17,NA
505030311688e11,10,1. Male,1,NA
605051522044e11,4,1. Male,18,NA
603031212256e11,3,1. Male,24,NA
402040421658e11,2,1. Male,80,NA
702061412337e11,6,1. Male,11,NA
603026511975e11,5,1. Male,34,NA
30204042129e12,1,1. Male,76,NA
302010121252e11,5,1. Male,15,NA
602020111937e11,4,2. Female,6,NA
902020322684e11,6,1. Male,0,NA
302050121285e11,8,1. Male,9,NA
602040212217e11,4,2. Female,5,NA
120201172308e12,5,2. Female,12,NA
703090522307e11,7,2. Female,0,NA
507050721807e11,9,2. Female,1,NA
903030422705e11,2,2. Female,51,NA
302090911479e11,7,2. Female,11,NA
100204032285e12,1,2. Female,58,NA
505031811715e11,4,2. Female,5,NA
603023612237e11,4,1. Male,2,NA
100304012277e12,5,1. Male,9,NA
603020612117e11,5,2. Female,70,NA
802070422627e11,3,2. Female,14,NA
606010111875e11,3,1. Male,14,NA
602030212221e11,5,1. Male,20,NA
705090122483e11,7,1. Male,7,NA
110308022291e12,4,1. Male,7,NA
1.0111052106600001e+22,5,1. Male,12,NA
203020221173e11,4,1. Male,10,NA
702061412337e11,5,2. Female,1,NA
602060412227e11,14,2. Female,20,NA
703090522307e11,5,1. Male,5,NA
701020422285e11,2,2. Female,29,NA
603026512147e11,4,1. Male,1,NA
201060421098e11,8,1. Male,8,NA
902010122687e11,2,2. Female,4,NA
803031612611e11,12,2. Female,22,NA
130102042312e12,7,1. Male,3,NA
120202032309e12,1,1. Male,85,NA
601050221894e11,7,1. Male,16,NA
603021112131e11,4,1. Male,7,NA
80102022253e12,3,1. Male,11,NA
100305032281e12,4,2. Female,15,NA
403100321506e11,4,1. Male,16,NA
120302221303e12,9,2. Female,50,NA
130303012324e12,5,2. Female,3,NA
90203032266e12,7,1. Male,10,NA
603030412148e11,5,1. Male,60,NA
302040421289e11,5,1. Male,13,NA
603013512199e11,3,1. Male,12,NA
402050721656e11,5,1. Male,0,NA
602050112061e11,7,2. Female,25,NA
80209052263e12,1,2. Female,49,NA
403010521561e11,6,1. Male,5,NA
602060121877e11,7,2. Female,6,NA
11040201229e13,4,2. Female,3,NA
120302221303e12,3,2. Female,29,NA
602021411939e11,4,2. Female,22,NA
606070611874e11,12,1. Male,21,NA
30503012128e12,5,2. Female,26,NA
302060421256e11,4,2. Female,2,NA
406070321585e11,2,2. Female,60,NA
903030222646e11,7,2. Female,8,NA
101090421043e11,5,2. Female,8,NA
302030921242e11,6,1. Male,0,NA
80303161261e12,5,2. Female,10,NA
303050621224e11,5,2. Female,6,NA
103070221007e11,3,2. Female,23,NA
605051112057e11,11,1. Male,23,NA
30403022138e12,8,2. Female,1,NA
130303052325e12,4,2. Female,2,NA
803100422573e11,2,2. Female,70,NA
13020403213e13,5,1. Male,28,NA
903060922699e11,8,1. Male,6,NA
702061412336e11,2,2. Female,15,NA
603030912142e11,2,1. Male,22,NA
13020701232e13,2,2. Female,31,NA
702061412335e11,4,1. Male,10,NA
306030221438e11,1,2. Female,67,NA
406070321585e11,2,2. Female,23,NA
10102022106e12,4,1. Male,15,NA
10040302228e13,5,2. Female,19,NA
606070411941e11,8,2. Female,1,NA
901060222662e11,4,2. Female,7,NA
702030522261e11,5,2. Female,5,NA
705040222269e11,2,2. Female,44,NA
20103022112e12,7,2. Female,8,NA
110305132291e12,8,1. Male,16,NA
70210011226e12,5,2. Female,13,NA
704050422374e11,4,1. Male,10,NA
803100122571e11,3,1. Male,18,NA
130503021326e12,1,1. Male,23,NA
60302041189e12,4,1. Male,13,NA
50601022169e12,2,2. Female,30,NA
303040621305e11,2,2. Female,39,NA
130203022319e12,2,2. Female,70,NA
805010322621e11,4,2. Female,11,NA
120302151304e12,3,1. Male,1,NA
110201032286e12,8,2. Female,2,NA
603021212246e11,8,1. Male,21,NA
703070122353e11,3,2. Female,13,NA
304050421348e11,3,2. Female,14,NA
100301032283e12,5,2. Female,6,NA
505010921754e11,3,1. Male,1,NA
100503032279e12,4,2. Female,13,NA
100602012283e12,9,1. Male,4,NA
603023311889e11,7,1. Male,25,NA
901050322727e11,2,2. Female,44,NA
302100421294e11,4,2. Female,17,NA
204040321199e11,8,1. Male,2,NA
130301052322e12,7,2. Female,7,NA
110306112289e12,3,2. Female,9,NA
507060121683e11,6,1. Male,11,NA
130302042323e12,6,1. Male,5,NA
402050821656e11,3,1. Male,8,NA
130502062329e12,4,1. Male,10,NA
603025812259e11,3,1. Male,16,NA
100304052277e12,5,1. Male,3,NA
306030521449e11,2,1. Male,5,NA
702100212291e11,9,1. Male,19,NA
60302041189e12,10,2. Female,25,NA
603026611965e11,5,1. Male,18,NA
1203022013e14,5,1. Male,2,NA
70402132232e12,8,2. Female,4,NA
603011612241e11,7,2. Female,22,NA
302030321325e11,4,2. Female,24,NA
603023112294e11,9,2. Female,16,NA
100305012283e12,4,1. Male,12,NA
120304022297e12,6,1. Male,2,NA
130403012318e12,3,2. Female,8,NA
104010621031e11,6,2. Female,7,NA
120302282297e12,5,1. Male,4,NA
901030222644e11,5,1. Male,9,NA
302030821404e11,6,2. Female,9,NA
803060422555e11,4,2. Female,27,NA
606050212105e11,5,2. Female,2,NA
602020211932e11,7,2. Female,58,NA
100305012283e12,3,1. Male,6,NA
803050222579e11,2,2. Female,37,NA
704060522478e11,3,2. Female,17,NA
101070321068e11,7,1. Male,10,NA
603011411859e11,3,2. Female,11,NA
100303032277e12,4,2. Female,11,NA
803032012616e11,4,1. Male,8,NA
60301021225e12,4,1. Male,9,NA
602060412225e11,3,1. Male,4,NA
401040521607e11,4,1. Male,36,NA
603010312054e11,2,2. Female,22,NA
130203012319e12,4,1. Male,14,NA
403160121667e11,4,1. Male,5,NA
120201042309e12,5,1. Male,8,NA
120401112311e12,3,2. Female,8,NA
602020111937e11,5,2. Female,23,NA
102010121027e11,4,2. Female,8,NA
603022412095e11,3,1. Male,5,NA
702090422342e11,6,2. Female,6,NA
507050621811e11,4,1. Male,0,NA
10104032106e12,3,2. Female,9,NA
604010321825e11,5,2. Female,3,NA
130505032329e12,6,1. Male,3,NA
603011812251e11,11,2. Female,8,NA
402010321609e11,3,1. Male,15,NA
603011311978e11,5,1. Male,18,NA
402040121662e11,3,2. Female,11,NA
606070611873e11,2,2. Female,29,NA
605050612046e11,5,2. Female,15,NA
100506052284e12,3,1. Male,27,NA
601050221893e11,5,1. Male,10,NA
503020121697e11,3,2. Female,8,NA
505010821792e11,2,2. Female,21,NA
301060321415e11,2,1. Male,26,NA
603012411998e11,4,1. Male,19,NA
302010411311e11,7,1. Male,98,NA
505020321774e11,5,2. Female,14,NA
306020421372e11,3,1. Male,1,NA
506040321737e11,3,1. Male,19,NA
302030421404e11,7,2. Female,27,NA
606040821951e11,8,2. Female,0,NA
303060121479e11,2,1. Male,17,NA
803031412568e11,4,2. Female,10,NA
803100122571e11,6,1. Male,1,NA
603021212246e11,5,2. Female,18,NA
603021811974e11,9,1. Male,21,NA
605050211993e11,11,2. Female,26,NA
303080121262e11,7,1. Male,15,NA
704080222263e11,3,1. Male,12,NA
802020322585e11,4,1. Male,7,NA
703050422369e11,12,2. Female,21,NA
605050112048e11,5,1. Male,27,NA
204050221202e11,5,2. Female,11,NA
406020221521e11,3,1. Male,16,NA
606040212114e11,5,2. Female,6,NA
120302081296e12,5,2. Female,13,NA
702080122431e11,6,1. Male,1,NA
401020221615e11,2,2. Female,42,NA
606050411913e11,5,2. Female,14,NA
130303062318e12,4,2. Female,6,NA
803030522597e11,7,2. Female,75,NA
20302022115e12,4,2. Female,13,NA
30308012138e12,6,2. Female,12,NA
703100322251e11,4,1. Male,17,NA
603040312094e11,3,2. Female,8,NA
703020422418e11,4,1. Male,14,NA
504030521703e11,6,2. Female,56,NA
130301052324e12,6,2. Female,9,NA
603010812134e11,9,1. Male,17,NA
306060421444e11,5,2. Female,9,NA
601040122094e11,4,2. Female,11,NA
602021411935e11,4,2. Female,36,NA
603020312164e11,6,1. Male,15,NA
203010521121e11,1,1. Male,40,NA
110307032289e12,5,1. Male,22,NA
505011021789e11,7,1. Male,12,NA
603025511999e11,4,1. Male,7,NA
603021412292e11,7,2. Female,5,NA
202020921135e11,5,2. Female,10,NA
606010211947e11,8,2. Female,22,NA
702060622492e11,4,2. Female,35,NA
120304022297e12,2,2. Female,31,NA
406010521614e11,3,1. Male,20,NA
302090411365e11,3,1. Male,19,NA
803100222573e11,5,1. Male,6,NA
406070521613e11,3,1. Male,19,NA
301040121429e11,2,2. Female,43,NA
603014111984e11,12,1. Male,32,NA
702090522341e11,6,1. Male,0,NA
903030722649e11,6,2. Female,6,NA
120304062297e12,4,1. Male,4,NA
602050112245e11,5,1. Male,14,NA
100401032283e12,3,2. Female,27,NA
201050121155e11,7,2. Female,5,NA
100506042279e12,6,2. Female,19,NA
100401042283e12,4,2. Female,3,NA
306010521449e11,3,2. Female,24,NA
603026212246e11,4,2. Female,22,NA
903010222694e11,4,1. Male,3,NA
9030603227e13,7,1. Male,16,NA
120302071299e12,9,2. Female,18,NA
802090522551e11,2,2. Female,25,NA
702040222279e11,4,1. Male,2,NA
603011112282e11,10,2. Female,4,NA
602022312206e11,4,1. Male,10,NA
70408052233e12,4,1. Male,8,NA
60206012188e12,4,1. Male,19,NA
302010311251e11,4,2. Female,4,NA
603024412121e11,4,1. Male,2,NA
703130722275e11,4,1. Male,12,NA
703040522486e11,5,1. Male,2,NA
406050611619e11,3,1. Male,13,NA
605050112047e11,3,1. Male,15,NA
403140121482e11,4,1. Male,16,NA
110408022287e12,6,1. Male,2,NA
606040212118e11,3,2. Female,22,NA
406050711688e11,6,2. Female,27,NA
602020111937e11,4,1. Male,18,NA
401030321625e11,9,2. Female,2,NA
303040421243e11,2,2. Female,50,NA
120105042305e12,3,1. Male,15,NA
602050612157e11,2,2. Female,29,NA
901060322747e11,6,1. Male,6,NA
130303072324e12,5,1. Male,15,NA
403050321494e11,3,1. Male,8,NA
702100412291e11,8,2. Female,7,NA
704060822385e11,5,1. Male,10,NA
302050321283e11,3,2. Female,15,NA
803030812595e11,7,1. Male,19,NA
120103062304e12,5,2. Female,8,NA
130404012315e12,6,1. Male,8,NA
401030321625e11,2,2. Female,67,NA
605051012036e11,6,2. Female,20,NA
505050121747e11,5,2. Female,2,NA
403170121477e11,5,1. Male,6,NA
903040422712e11,5,1. Male,1,NA
703090422357e11,6,1. Male,16,NA
50505082175e12,5,1. Male,70,NA
80206022263e12,5,2. Female,18,NA
602040712213e11,7,2. Female,1,NA
100603012281e12,5,1. Male,8,NA
803032312394e11,3,1. Male,27,NA
606050311909e11,3,2. Female,23,NA
605010212025e11,3,1. Male,21,NA
40301042156e12,2,1. Male,16,NA
601040321829e11,4,2. Female,6,NA
7030509223e13,8,2. Female,20,NA
703100422251e11,4,2. Female,2,NA
100502031279e12,4,1. Male,19,NA
702030422343e11,12,2. Female,6,NA
802030522626e11,4,2. Female,11,NA
120302201303e12,3,1. Male,22,NA
603030411898e11,3,1. Male,2,NA
805010222614e11,3,1. Male,11,NA
13020505232e13,3,2. Female,27,NA
130203022319e12,3,2. Female,15,NA
11030502229e13,6,2. Female,2,NA
505030111686e11,3,2. Female,9,NA
903030622703e11,5,2. Female,9,NA
301020321418e11,5,1. Male,23,NA
702020322429e11,8,1. Male,8,NA
704070722469e11,5,2. Female,20,NA
110306081289e12,7,1. Male,5,NA
130305052318e12,2,2. Female,62,NA
603023812275e11,4,1. Male,23,NA
403050121495e11,13,2. Female,12,NA
405040221541e11,4,2. Female,2,NA
10020305228e13,5,2. Female,5,NA
130502012329e12,3,2. Female,13,NA
602050712244e11,3,1. Male,17,NA
603010511976e11,4,2. Female,13,NA
